Position,Artist Name,Song Name,Days Song Released,Top 10 (xTimes),Peak Position,Number of times in Peak Position,Peak Streams,Total Streams,Total of all streams,Percentage of Total streams,,,
9298,Halsey ,1121,1,0,122,0,271514,271514,2.02936E+11,0.000133793,,,
9299,ZAYN ,There You Are,1,0,183,0,271471,271471,2.02936E+11,0.000133772,,,
9300,Meek Mill ,Cold Hearted II,1,0,179,0,271356,271356,2.02936E+11,0.000133715,,,
9301,BROCKHAMPTON ,GINGER,1,0,149,0,271343,271343,2.02936E+11,0.000133709,,,
9302,Anderson .Paak ,CUT EM IN,1,0,139,0,271222,271222,2.02936E+11,0.000133649,,,
9303,Harry Simeone Chorale ,The Little Drummer Boy  1965 Version,1,0,198,0,271104,271104,2.02936E+11,0.000133591,,,
9304,Joey Bada$$ ,Shine,1,0,142,0,271001,271001,2.02936E+11,0.00013354,,,
9305,Coolio ,Fantastic Voyage,1,0,129,0,270995,270995,2.02936E+11,0.000133537,,,
9306,Lauv ,Superhero,1,0,147,0,270993,270993,2.02936E+11,0.000133536,,,
9307,Lady Gaga ,Angel Down,2,0,160,0,148876,270967,2.02936E+11,0.000133523,,,
9308,88rising ,Walking,1,0,150,0,270903,270903,2.02936E+11,0.000133492,,,
9309,Straight No Chaser ,Text Me Merry Christmas,3,0,110,0,98019,270749,2.02936E+11,0.000133416,,,
9310,Anderson .Paak ,Headlow,1,0,144,0,270736,270736,2.02936E+11,0.00013341,,,
9311,Ski Mask The Slump God ,Lost In Time,1,0,149,0,270725,270725,2.02936E+11,0.000133404,,,
9312,A Boogie Wit da Hoodie ,Girls Go Down,1,0,180,0,270673,270673,2.02936E+11,0.000133379,,,
9313,Eslabon Armado ,LO QUE QUIERAS,1,0,188,0,270626,270626,2.02936E+11,0.000133355,,,
9314,NF ,I Miss The Days,1,0,169,0,270601,270601,2.02936E+11,0.000133343,,,
9315,Tom Petty and the Heartbreakers ,I Need To Know,1,0,118,0,270533,270533,2.02936E+11,0.00013331,,,
9316,Jack Harlow ,Keep It Light,1,0,189,0,270522,270522,2.02936E+11,0.000133304,,,
9317,Koe Wetzel ,Oklahoma Sun,1,0,164,0,270486,270486,2.02936E+11,0.000133286,,,
9318,Halsey ,honey,1,0,125,0,270449,270449,2.02936E+11,0.000133268,,,
9319,Clean Bandit ,Higher,1,0,123,0,270402,270402,2.02936E+11,0.000133245,,,
9320,$uicideboy$ ,King Tulip,1,0,146,0,270299,270299,2.02936E+11,0.000133194,,,
9321,LANY ,Malibu Nights,1,0,170,0,270164,270164,2.02936E+11,0.000133128,,,
9322,Ludacris ,S.O.T.L. (Silence of the Lambs),1,0,101,0,270141,270141,2.02936E+11,0.000133116,,,
9323,Lizzo ,Truth Hurts (DaBaby Remix),1,0,150,0,269955,269955,2.02936E+11,0.000133025,,,
9324,Glass Animals ,Space Ghost Coast To Coast,1,0,150,0,269950,269950,2.02936E+11,0.000133022,,,
9325,Joey Bada$$ ,GOOD MORNING AMERIKKKA,1,0,112,0,269925,269925,2.02936E+11,0.00013301,,,
9326,Chance the Rapper ,4 Quarters In The Black (Skit),1,0,145,0,269785,269785,2.02936E+11,0.000132941,,,
9327,Tove Lo ,Talking Body  Gryffin Remix,4,0,188,0,74049,269762,2.02936E+11,0.00013293,,,
9328,Gunna ,9 TIMES OUTTA 10,1,0,134,0,269762,269762,2.02936E+11,0.00013293,,,
9329,Don Toliver ,Crossfaded,1,0,128,0,269743,269743,2.02936E+11,0.00013292,,,
9330,Giveon ,Lie Again,1,0,171,0,269731,269731,2.02936E+11,0.000132914,,,
9331,Lana Del Rey ,Bartender,1,0,173,0,269652,269652,2.02936E+11,0.000132875,,,
9332,Lil Durk ,Hear It Back,1,0,173,0,269650,269650,2.02936E+11,0.000132874,,,
9333,Linkin Park ,Points Of Authority,1,0,128,0,269551,269551,2.02936E+11,0.000132826,,,
9334,Swedish House Mafia ,Lifetime,1,0,128,0,269447,269447,2.02936E+11,0.000132774,,,
9335,YoungBoy Never Broke Again ,Rich Shit,1,0,147,0,269352,269352,2.02936E+11,0.000132728,,,
9336,Florence + The Machine ,Sky Full Of Song,1,0,134,0,269347,269347,2.02936E+11,0.000132725,,,
9337,Baby Keem ,a life of pain,1,0,189,0,269339,269339,2.02936E+11,0.000132721,,,
9338,Melanie Martinez ,The Bakery,1,0,155,0,269283,269283,2.02936E+11,0.000132694,,,
9339,BTS ,No More Dream,1,0,174,0,269277,269277,2.02936E+11,0.000132691,,,
9340,Swae Lee ,Dance Like No One’s Watching,1,0,156,0,269216,269216,2.02936E+11,0.000132661,,,
9341,Still Woozy ,Pool,1,0,136,0,269159,269159,2.02936E+11,0.000132632,,,
9342,Julia Michaels ,Worst In Me,1,0,93,0,269151,269151,2.02936E+11,0.000132629,,,
9343,Logic ,God Might Judge,1,0,139,0,269070,269070,2.02936E+11,0.000132589,,,
9344,Rod Wave ,Got It Right,1,0,197,0,269043,269043,2.02936E+11,0.000132575,,,
9345,LANY ,ex i never had,1,0,148,0,268982,268982,2.02936E+11,0.000132545,,,
9346,Major Lazer ,Hell and High Water,1,0,129,0,268946,268946,2.02936E+11,0.000132528,,,
9347,Nardo Wick ,G Nikes,1,0,144,0,268933,268933,2.02936E+11,0.000132521,,,
9348,Ajdaguru ,Love Yourself,1,0,93,0,268902,268902,2.02936E+11,0.000132506,,,
9349,J Balvin ,Machika,1,0,118,0,268888,268888,2.02936E+11,0.000132499,,,
9350,The Lumineers ,Gale Song,2,0,133,0,144394,268850,2.02936E+11,0.00013248,,,
9351,Len ,Steal My Sunshine,1,0,158,0,268821,268821,2.02936E+11,0.000132466,,,
9352,Lil Baby ,If You Want To,1,0,139,0,268819,268819,2.02936E+11,0.000132465,,,
9353,Coldplay ,Coloratura,1,0,130,0,268705,268705,2.02936E+11,0.000132409,,,
9354,5 Seconds of Summer ,Catch Fire,3,0,179,0,98267,268580,2.02936E+11,0.000132347,,,
9355,Jack Harlow ,Route 66,1,0,194,0,268467,268467,2.02936E+11,0.000132291,,,
9356,Bebe Rexha ,Break My Heart Myself,1,0,122,0,268457,268457,2.02936E+11,0.000132287,,,
9357,BTS ,Serendipity (Full Length Edition),1,0,146,0,268435,268435,2.02936E+11,0.000132276,,,
9358,Grimes ,VIOLENCE,1,0,148,0,268375,268375,2.02936E+11,0.000132246,,,
9359,Clinton Kane ,GO TO HELL,1,0,192,0,268350,268350,2.02936E+11,0.000132234,,,
9360,YoungBoy Never Broke Again ,Toxic Punk,1,0,148,0,268284,268284,2.02936E+11,0.000132201,,,
9361,Kygo ,Riding Shotgun,1,0,129,0,268278,268278,2.02936E+11,0.000132198,,,
9362,Maluma ,11 PM,1,0,166,0,268144,268144,2.02936E+11,0.000132132,,,
9363,Bleachers ,Secret Life,1,0,141,0,268102,268102,2.02936E+11,0.000132112,,,
9364,Solange ,Jerrod,1,0,198,0,268081,268081,2.02936E+11,0.000132101,,,
9365,Jack Harlow ,Same Guy,1,0,196,0,268015,268015,2.02936E+11,0.000132069,,,
9366,Tory Lanez ,Dope Boy's Diary,1,0,123,0,267977,267977,2.02936E+11,0.00013205,,,
9367,Lil Baby ,We Win (Space Jam: A New Legacy) (and Kirk Franklin),1,0,150,0,267971,267971,2.02936E+11,0.000132047,,,
9368,Rod Wave ,Quiet Storm,1,0,156,0,267885,267885,2.02936E+11,0.000132005,,,
9369,Tohi ,Holesh,1,0,117,0,267814,267814,2.02936E+11,0.00013197,,,
9370,YoungBoy Never Broke Again ,Off Season,1,0,134,0,267801,267801,2.02936E+11,0.000131963,,,
9371,Lil Wayne ,6 Foot 7 Foot,1,0,161,0,267738,267738,2.02936E+11,0.000131932,,,
9372,David Guetta ,Better When You're Gone,1,0,156,0,267651,267651,2.02936E+11,0.000131889,,,
9373,Summer Walker ,Tonight,1,0,153,0,267624,267624,2.02936E+11,0.000131876,,,
9374,YoungBoy Never Broke Again ,Fuck Da Industry,1,0,150,0,267525,267525,2.02936E+11,0.000131827,,,
9375,Russ ,Outlaw,1,0,147,0,267521,267521,2.02936E+11,0.000131825,,,
9376,Rich The Kid ,Made It,1,0,135,0,267518,267518,2.02936E+11,0.000131824,,,
9377,Lauv ,Who,1,0,184,0,267502,267502,2.02936E+11,0.000131816,,,
9378,5 Seconds of Summer ,Red Desert,1,0,158,0,267381,267381,2.02936E+11,0.000131756,,,
9379,ZAYN ,Too Much,1,0,146,0,267327,267327,2.02936E+11,0.00013173,,,
9380,Dreamville ,Barry From Simpson,1,0,159,0,267290,267290,2.02936E+11,0.000131711,,,
9381,Gunna ,STREET SWEEPER,1,0,153,0,267180,267180,2.02936E+11,0.000131657,,,
9382,Jessie Murph ,How Could You,1,0,182,0,267050,267050,2.02936E+11,0.000131593,,,
9383,Slipknot ,The Chapeltown Rag,1,0,136,0,267034,267034,2.02936E+11,0.000131585,,,
9384,5 Seconds of Summer ,Safety Pin,3,0,178,0,95519,266952,2.02936E+11,0.000131545,,,
9385,HAIM ,Little Of Your Love  BloodPop® Remix,1,0,96,0,266945,266945,2.02936E+11,0.000131541,,,
9386,Kodak Black ,In The Flesh,1,0,191,0,266922,266922,2.02936E+11,0.00013153,,,
9387,BROCKHAMPTON ,VIVID,1,0,150,0,266808,266808,2.02936E+11,0.000131474,,,
9388,Nipsey Hussle ,Rap Niggas,1,0,136,0,266682,266682,2.02936E+11,0.000131412,,,
9389,Lil Yachty ,Top Down,1,0,135,0,266613,266613,2.02936E+11,0.000131378,,,
9390,Post Malone ,Waiting For Never,1,0,176,0,266579,266579,2.02936E+11,0.000131361,,,
9391,Jon Bellion ,Crop Circles,1,0,171,0,266577,266577,2.02936E+11,0.00013136,,,
9392,Logic ,Studio Ambience At Night: Malibu,2,0,175,0,136449,266534,2.02936E+11,0.000131339,,,
9393,Pop Smoke ,Hotel Lobby,1,0,115,0,266521,266521,2.02936E+11,0.000131333,,,
9394,Joey Bada$$ ,The Baddest,1,0,136,0,266466,266466,2.02936E+11,0.000131305,,,
9395,Lil Pump ,Whitney,1,0,126,0,266430,266430,2.02936E+11,0.000131288,,,
9396,Mac Miller ,Polo Jeans,1,0,151,0,266399,266399,2.02936E+11,0.000131272,,,
9397,Bobby Shmurda ,No Time For Sleep (Freestyle),1,0,152,0,266353,266353,2.02936E+11,0.00013125,,,
9398,Rick Ross ,Turnpike Ike,1,0,145,0,266197,266197,2.02936E+11,0.000131173,,,
9399,Sia ,I'm Still Here,1,0,153,0,266177,266177,2.02936E+11,0.000131163,,,
9400,Lil Yachty ,G.I. Joe,1,0,119,0,266123,266123,2.02936E+11,0.000131136,,,
9401,Moneybagg Yo ,Protect Da Brand,1,0,177,0,266089,266089,2.02936E+11,0.00013112,,,
9402,Justin Timberlake ,Hers (interlude),1,0,130,0,266047,266047,2.02936E+11,0.000131099,,,
9403,Meek Mill ,Stuck In My Ways,1,0,183,0,266046,266046,2.02936E+11,0.000131098,,,
9404,Still Woozy ,Woof,1,0,127,0,266026,266026,2.02936E+11,0.000131089,,,
9405,NAV ,Overdose,1,0,144,0,265996,265996,2.02936E+11,0.000131074,,,
9406,ScHoolboy Q ,Groovy Tony / Eddie Kane,2,0,152,0,144279,265936,2.02936E+11,0.000131044,,,
9407,Young Thug ,Faces,1,0,152,0,265914,265914,2.02936E+11,0.000131033,,,
9408,Mitski ,Should've Been Me,1,0,127,0,265688,265688,2.02936E+11,0.000130922,,,
9409,KAYTRANADA ,Intimidated,1,0,156,0,265658,265658,2.02936E+11,0.000130907,,,
9410,Charlie Puth ,I Don’t Think That I Like Her,1,0,172,0,265566,265566,2.02936E+11,0.000130862,,,
9411,Ty Dolla $ign ,Temptations,1,0,131,0,265528,265528,2.02936E+11,0.000130843,,,
9412,Gorillaz ,Momentary Bliss,1,0,188,0,265518,265518,2.02936E+11,0.000130838,,,
9413,Glass Animals ,Hot Sugar,1,0,157,0,265407,265407,2.02936E+11,0.000130784,,,
9414,Chris Brown ,Till The Wheels Fall Off,1,0,182,0,265386,265386,2.02936E+11,0.000130773,,,
9415,Ty Dolla $ign ,So Am I,1,0,124,0,265297,265297,2.02936E+11,0.000130729,,,
9416,Kehlani ,Too Deep,1,0,193,0,265281,265281,2.02936E+11,0.000130722,,,
9417,Maroon 5 ,Happy Christmas (War Is Over),3,0,115,0,98659,265246,2.02936E+11,0.000130704,,,
9418,Solkatt ,Aegean,1,0,105,0,265193,265193,2.02936E+11,0.000130678,,,
9419,Tory Lanez ,KeeP IN tOUcH,1,0,155,0,265176,265176,2.02936E+11,0.00013067,,,
9420,Rex Orange County ,WORTH IT,1,0,151,0,265169,265169,2.02936E+11,0.000130666,,,
9421,Rae Sremmurd ,Rock N Roll Hall Of Fame,1,0,160,0,265122,265122,2.02936E+11,0.000130643,,,
9422,Daft Punk ,Instant Crush,1,0,108,0,265004,265004,2.02936E+11,0.000130585,,,
9423,Young Thug ,Droppin Jewels,1,0,153,0,264978,264978,2.02936E+11,0.000130572,,,
9424,TOOL ,Schism,1,0,157,0,264958,264958,2.02936E+11,0.000130562,,,
9425,Giveon ,Stuck On You,1,0,160,0,264951,264951,2.02936E+11,0.000130559,,,
9426,Drake ,Let’s Call It Off,1,0,174,0,264886,264886,2.02936E+11,0.000130527,,,
9427,NAV ,Repercussions,1,0,136,0,264743,264743,2.02936E+11,0.000130456,,,
9428,Normani ,Waves,1,0,156,0,264664,264664,2.02936E+11,0.000130417,,,
9429,Rod Wave ,The Greatest,1,0,144,0,264650,264650,2.02936E+11,0.000130411,,,
9430,Lil Yachty ,FLEX,1,0,145,0,264608,264608,2.02936E+11,0.00013039,,,
9431,King Von ,Trust Nothing,1,0,162,0,264602,264602,2.02936E+11,0.000130387,,,
9432,ILOVEMAKONNEN ,Love,1,0,112,0,264594,264594,2.02936E+11,0.000130383,,,
9433,Chris Brown ,Call Me Every Day,1,0,185,0,264518,264518,2.02936E+11,0.000130346,,,
9434,Dreamville ,Heaven’s EP,1,0,164,0,264409,264409,2.02936E+11,0.000130292,,,
9435,Lukas Graham ,Share That Love,1,0,136,0,264387,264387,2.02936E+11,0.000130281,,,
9436,Thomas Rhett ,Remember You Young,1,0,150,0,264302,264302,2.02936E+11,0.000130239,,,
9437,Baby Keem ,first order of business,1,0,167,0,264296,264296,2.02936E+11,0.000130236,,,
9438,Russ ,NEED A MINUTE,1,0,190,0,264288,264288,2.02936E+11,0.000130232,,,
9439,Yeat ,Doublë,1,0,164,0,264271,264271,2.02936E+11,0.000130224,,,
9440,Nipsey Hussle ,Young Nigga,1,0,140,0,264125,264125,2.02936E+11,0.000130152,,,
9441,Nas ,Life is Like a Dice Game  Spotify Singles,1,0,138,0,264098,264098,2.02936E+11,0.000130139,,,
9442,A Boogie Wit da Hoodie ,Making You Cry,1,0,188,0,264088,264088,2.02936E+11,0.000130134,,,
9443,Lil Wayne ,Shoes,1,0,139,0,264064,264064,2.02936E+11,0.000130122,,,
9444,YoungBoy Never Broke Again ,Call Me Late,1,0,193,0,264039,264039,2.02936E+11,0.00013011,,,
9445,NF ,No Excuses,1,0,174,0,264022,264022,2.02936E+11,0.000130101,,,
9446,Gunna ,WUNNA FLO,1,0,157,0,264016,264016,2.02936E+11,0.000130098,,,
9447,Sam Hunt ,Sinning With You,1,0,147,0,263831,263831,2.02936E+11,0.000130007,,,
9448,Maluma ,Qué Pena,1,0,155,0,263814,263814,2.02936E+11,0.000129999,,,
9449,Alec Benjamin ,Must Have Been The Wind,1,0,149,0,263805,263805,2.02936E+11,0.000129994,,,
9450,21 Savage ,out for the night  part 2,1,0,130,0,263770,263770,2.02936E+11,0.000129977,,,
9451,blackbear ,bright pink tims,1,0,123,0,263767,263767,2.02936E+11,0.000129975,,,
9452,The Lumineers ,Donna,1,0,149,0,263722,263722,2.02936E+11,0.000129953,,,
9453,YNW Melly ,Billboard,1,0,171,0,263715,263715,2.02936E+11,0.00012995,,,
9454,Lil Tjay ,What You Wanna Do,1,0,125,0,263689,263689,2.02936E+11,0.000129937,,,
9455,Rod Wave ,Fading,1,0,164,0,263570,263570,2.02936E+11,0.000129878,,,
9456,Dua Lipa ,Physical,1,0,141,0,263466,263466,2.02936E+11,0.000129827,,,
9457,Martin Garrix ,Dreamer,1,0,156,0,263410,263410,2.02936E+11,0.0001298,,,
9458,NAV ,No Ice,1,0,147,0,263085,263085,2.02936E+11,0.000129639,,,
9459,Chance the Rapper ,Pusha Man,1,0,164,0,262934,262934,2.02936E+11,0.000129565,,,
9460,Jeremy Zucker ,supercuts,1,0,158,0,262884,262884,2.02936E+11,0.00012954,,,
9461,Don Toliver ,No Photos,1,0,188,0,262788,262788,2.02936E+11,0.000129493,,,
9462,Luke Bryan ,That's My Kind Of Night,5,0,176,0,56887,262728,2.02936E+11,0.000129463,,,
9463,Rick Ross ,Rich Nigga Lifestyle,1,0,148,0,262679,262679,2.02936E+11,0.000129439,,,
9464,Mac Miller ,It Just Doesn’t Matter,1,0,158,0,262577,262577,2.02936E+11,0.000129389,,,
9465,Kehlani ,Lexii's Outro,1,0,149,0,262417,262417,2.02936E+11,0.00012931,,,
9466,Thomas Rhett ,Up,1,0,174,0,262246,262246,2.02936E+11,0.000129226,,,
9467,Eslabon Armado ,Con Tus Besos,1,0,152,0,262192,262192,2.02936E+11,0.000129199,,,
9468,Denzel Curry ,Troubles [Feat. TPain],1,0,174,0,262107,262107,2.02936E+11,0.000129157,,,
9469,DaBaby ,Brother’s Keeper,1,0,153,0,261916,261916,2.02936E+11,0.000129063,,,
9470,Robyn ,Missing U,1,0,153,0,261903,261903,2.02936E+11,0.000129057,,,
9471,Justin Bieber ,"Peaches (Remix) feat. Ludacris, Usher & Snoop Dogg",1,0,174,0,261557,261557,2.02936E+11,0.000128886,,,
9472,Shawn Mendes ,Can’t Imagine,1,0,192,0,261527,261527,2.02936E+11,0.000128872,,,
9473,Lil Wayne ,YM Wasted,1,0,142,0,261510,261510,2.02936E+11,0.000128863,,,
9474,King Von ,Facetime,1,0,166,0,261400,261400,2.02936E+11,0.000128809,,,
9475,A Tribe Called Quest ,Black Spasmodic,2,0,181,0,134605,261274,2.02936E+11,0.000128747,,,
9476,Oliver Tree ,Jerk,1,0,155,0,261268,261268,2.02936E+11,0.000128744,,,
9477,Wiz Khalifa ,Promises,5,0,188,0,54781,261254,2.02936E+11,0.000128737,,,
9478,Roddy Ricch ,no way,1,0,200,0,261204,261204,2.02936E+11,0.000128713,,,
9479,Troye Sivan ,Easy,1,0,156,0,261130,261130,2.02936E+11,0.000128676,,,
9480,Flume ,Let You Know,1,0,153,0,261115,261115,2.02936E+11,0.000128669,,,
9481,Lauv ,Sad Forever,1,0,178,0,261104,261104,2.02936E+11,0.000128663,,,
9482,SZA ,Awkward,1,0,197,0,261087,261087,2.02936E+11,0.000128655,,,
9483,Pop Smoke ,Paranoia,1,0,119,0,261054,261054,2.02936E+11,0.000128639,,,
9484,YG ,CANT GET IN KANADA,1,0,156,0,261012,261012,2.02936E+11,0.000128618,,,
9485,blink,182  Happy Days,1,0,144,0,260956,260956,2.02936E+11,0.00012859,,,
9486,Cordae ,JeanMichel,1,0,165,0,260654,260654,2.02936E+11,0.000128442,,,
9487,Tom Petty and the Heartbreakers ,Into The Great Wide Open,1,0,123,0,260643,260643,2.02936E+11,0.000128436,,,
9488,ZAYN ,Fingers,1,0,170,0,260612,260612,2.02936E+11,0.000128421,,,
9489,YG ,My Nigga,4,0,163,0,74702,260607,2.02936E+11,0.000128418,,,
9490,Rod Wave ,Invisible Scar,1,0,162,0,260530,260530,2.02936E+11,0.00012838,,,
9491,NAV ,Vicodin,1,0,165,0,260509,260509,2.02936E+11,0.00012837,,,
9492,Brent Faiyaz ,Show U Off,1,0,138,0,260432,260432,2.02936E+11,0.000128332,,,
9493,PARTYNEXTDOOR ,SAVAGE ANTHEM,1,0,165,0,260377,260377,2.02936E+11,0.000128305,,,
9494,Imagine Dragons ,Thunder / Young Dumb & Broke,1,0,155,0,260348,260348,2.02936E+11,0.000128291,,,
9495,Belly ,Immigrant,1,0,161,0,260266,260266,2.02936E+11,0.00012825,,,
9496,Rich Brian ,Cold,1,0,140,0,260053,260053,2.02936E+11,0.000128145,,,
9497,Carly Rae Jepsen ,This Love Isn't Crazy,1,0,157,0,260041,260041,2.02936E+11,0.000128139,,,
9498,Russ ,Summer At 7,1,0,178,0,260031,260031,2.02936E+11,0.000128135,,,
9499,Kanye West ,Remote Control pt 2,1,0,145,0,260027,260027,2.02936E+11,0.000128133,,,
9500,NAV ,Did You Wrong,1,0,152,0,259997,259997,2.02936E+11,0.000128118,,,
9501,Charlie Puth ,Charlie Be Quiet!,1,0,166,0,259990,259990,2.02936E+11,0.000128114,,,
9502,Soundgarden ,Spoonman,1,0,105,0,259958,259958,2.02936E+11,0.000128099,,,
9503,MohandBadz ,Samany Setk,1,0,110,0,259958,259958,2.02936E+11,0.000128099,,,
9504,Rod Wave ,Sneaky Links,1,0,164,0,259840,259840,2.02936E+11,0.00012804,,,
9505,Lovejoy ,You'll Understand When You're Older,1,0,163,0,259788,259788,2.02936E+11,0.000128015,,,
9506,Charlie Puth ,If You Leave Me Now,1,0,113,0,259702,259702,2.02936E+11,0.000127972,,,
9507,Avicii ,Peace Of Mind,1,0,183,0,259611,259611,2.02936E+11,0.000127928,,,
9508,Jonas Brothers ,Five More Minutes,1,0,159,0,259599,259599,2.02936E+11,0.000127922,,,
9509,Big Sean ,The Baddest,1,0,174,0,259432,259432,2.02936E+11,0.000127839,,,
9510,Rex Orange County ,Never Had The Balls,1,0,164,0,259347,259347,2.02936E+11,0.000127797,,,
9511,Addison Rae ,Obsessed,1,0,144,0,259340,259340,2.02936E+11,0.000127794,,,
9512,6ix9ine ,GUMMO  Remix,1,0,129,0,259338,259338,2.02936E+11,0.000127793,,,
9513,Joyner Lucas ,Duck Duck Goose,1,0,140,0,259137,259137,2.02936E+11,0.000127694,,,
9514,Mac Miller ,Pranks 4 Players,1,0,147,0,259109,259109,2.02936E+11,0.00012768,,,
9515,The Kid LAROI ,SAME THING,1,0,162,0,259071,259071,2.02936E+11,0.000127661,,,
9516,Nicki Minaj ,Grand Piano,4,0,150,0,74731,259014,2.02936E+11,0.000127633,,,
9517,Freddie Gibbs ,Pain & Strife,1,0,169,0,258935,258935,2.02936E+11,0.000127594,,,
9518,Normani ,Fair,1,0,152,0,258896,258896,2.02936E+11,0.000127575,,,
9519,Slipknot ,Nero Forte,1,0,154,0,258675,258675,2.02936E+11,0.000127466,,,
9520,Nat King Cole ,Deck The Hall  Remastered 1999,2,0,148,0,190931,258634,2.02936E+11,0.000127446,,,
9521,Russ ,AINT GOIN BACK,1,0,154,0,258633,258633,2.02936E+11,0.000127446,,,
9522,Joji ,WHY AM I STILL IN LA,1,0,165,0,258567,258567,2.02936E+11,0.000127413,,,
9523,Mac Miller ,Loud,1,0,152,0,258517,258517,2.02936E+11,0.000127388,,,
9524,Troye Sivan ,IN A DREAM,1,0,145,0,258501,258501,2.02936E+11,0.000127381,,,
9525,A$AP Rocky ,Palace,1,0,142,0,258489,258489,2.02936E+11,0.000127375,,,
9526,One Direction ,One Thing,1,0,135,0,258437,258437,2.02936E+11,0.000127349,,,
9527,Linkin Park ,Shadow Of The Day,1,0,137,0,258400,258400,2.02936E+11,0.000127331,,,
9528,Lil Durk ,Did Shit To Me,1,0,195,0,258294,258294,2.02936E+11,0.000127279,,,
9529,One Direction ,You & I,1,0,137,0,258253,258253,2.02936E+11,0.000127258,,,
9530,Jeremy Zucker ,"always, i'll care",1,0,174,0,258252,258252,2.02936E+11,0.000127258,,,
9531,Lil Yachty ,Forever World,1,0,172,0,258197,258197,2.02936E+11,0.000127231,,,
9532,blink,182  What's My Age Again?,1,0,199,0,258151,258151,2.02936E+11,0.000127208,,,
9533,Wiz Khalifa ,Royal Highness,1,0,124,0,257967,257967,2.02936E+11,0.000127117,,,
9534,Trippie Redd ,Good Morning,1,0,157,0,257905,257905,2.02936E+11,0.000127087,,,
9535,Rex Orange County ,ONE IN A MILLION,1,0,167,0,257877,257877,2.02936E+11,0.000127073,,,
9536,NAV ,Demons in My Cup,1,0,178,0,257770,257770,2.02936E+11,0.00012702,,,
9537,J.I the Prince of N.Y ,Painless 2,1,0,162,0,257656,257656,2.02936E+11,0.000126964,,,
9538,Kanye West ,Never Abandon Your Family,1,0,149,0,257599,257599,2.02936E+11,0.000126936,,,
9539,5 Seconds of Summer ,Lie To Me,1,0,145,0,257575,257575,2.02936E+11,0.000126924,,,
9540,j,hope  Future,1,0,158,0,257511,257511,2.02936E+11,0.000126893,,,
9541,Camilo ,KESI  Remix,1,0,156,0,257406,257406,2.02936E+11,0.000126841,,,
9542,j,hope  Chicken Noodle Soup,1,0,166,0,257406,257406,2.02936E+11,0.000126841,,,
9543,Thomas Rhett ,Growing Up,1,0,139,0,257403,257403,2.02936E+11,0.00012684,,,
9544,LANY ,good guys,1,0,162,0,257379,257379,2.02936E+11,0.000126828,,,
9545,blink,182  Darkside,1,0,149,0,257357,257357,2.02936E+11,0.000126817,,,
9546,Quinn XCII ,A Letter To My Younger Self feat. Logic,1,0,146,0,257338,257338,2.02936E+11,0.000126807,,,
9547,Justin Timberlake ,Livin' Off the Land,1,0,144,0,257295,257295,2.02936E+11,0.000126786,,,
9548,Flyboy Tarantino ,"Love Hard, Fall Fast",1,0,160,0,257178,257178,2.02936E+11,0.000126729,,,
9549,Pop Smoke ,Showin Off Pt.1,1,0,127,0,257090,257090,2.02936E+11,0.000126685,,,
9550,G,Eazy  Power,1,0,181,0,257017,257017,2.02936E+11,0.000126649,,,
9551,Denzel Curry ,WISH Feat. Kiddo Marv,1,0,183,0,256998,256998,2.02936E+11,0.00012664,,,
9552,J Balvin ,Negro,1,0,159,0,256933,256933,2.02936E+11,0.000126608,,,
9553,Chelsea Cutler ,Calling All Angels,1,0,177,0,256921,256921,2.02936E+11,0.000126602,,,
9554,Doja Cat ,Cyber Sex,1,0,174,0,256897,256897,2.02936E+11,0.00012659,,,
9555,Shakira ,"Whenever, Wherever",1,0,137,0,256829,256829,2.02936E+11,0.000126557,,,
9556,DaBaby ,Gucci Peacoat,1,0,155,0,256744,256744,2.02936E+11,0.000126515,,,
9557,Foo Fighters ,Making A Fire,1,0,147,0,256711,256711,2.02936E+11,0.000126499,,,
9558,Earl Sweatshirt ,MTOMB,1,0,155,0,256683,256683,2.02936E+11,0.000126485,,,
9559,ScHoolboy Q ,JoHn Muir,2,0,168,0,132473,256657,2.02936E+11,0.000126472,,,
9560,Tyler Childers ,Angel Band  Jubilee Version,1,0,180,0,256509,256509,2.02936E+11,0.000126399,,,
9561,Kodak Black ,VULTURES CRY 2,1,0,140,0,256458,256458,2.02936E+11,0.000126374,,,
